CustomerID,Gender,Age,Annual Income (Rs.),Spending Score (1-100),Time Spent in Mall (minutes),Visits per Month,Distance from Home (km),Has Credit Card,Preferred Shop Type
514,Female,45,322646,98,191,8,15.29,1,Furniture
515,Female,68,500164,46,55,14,42.99,1,Electronics
516,Male,60,1293457,22,182,7,49.93,1,Furniture
517,Female,22,392934,11,136,28,31.67,1,Electronics
518,Female,22,282659,48,108,21,39.86,0,Clothing
519,Female,47,651323,8,127,28,39.2,0,Furniture
520,Female,49,789872,39,52,27,18.09,0,Clothing
521,Female,25,897108,35,36,4,28.93,1,Clothing
522,Male,27,1012318,49,124,17,41.74,1,Furniture
523,Female,55,1086320,46,183,5,34.56,0,Electronics
524,Male,64,965864,38,184,12,1.55,0,Grocery
525,Female,49,1363865,8,103,9,17.17,1,Clothing
526,Male,65,417598,54,78,26,7.65,1,Furniture
527,Male,45,1300997,37,38,20,12.03,1,Clothing
528,Female,34,1151452,91,168,13,45.32,,Electronics
529,Female,48,1245687,92,74,25,2.33,1,Furniture
530,Female,25,582829,40,175,28,11.38,0,Grocery
531,Male,57,366750,34,114,18,15.82,1,Furniture
532,Female,42,270592,96,20,20,31.04,0,Clothing
533,Male,26,384000,79,63,9,26.94,1,Furniture
534,Male,19,930277,17,185,4,11.3,0,Furniture
535,Male,32,472137,33,23,21,8.63,0,Clothing
536,Female,67,1327228,47,230,27,12.22,0,Grocery
537,Female,20,1076352,52,221,8,25.38,1,Electronics
538,Male,66,658069,,99,1,13.92,0,Furniture
539,Male,53,1002557,93,117,17,47.41,0,Grocery
540,Female,21,529653,9,45,25,23.46,1,Electronics
541,Male,31,1260178,33,85,9,3.41,0,Clothing
542,Female,58,353117,60,179,20,36.6,0,Grocery
543,Male,58,387069,93,226,13,16.78,1,Grocery
544,Female,42,716510,77,107,2,32.85,0,Furniture
545,Male,67,858092,21,58,13,14.34,1,Clothing
546,Female,27,1247996,58,187,9,28.75,0,Furniture
547,Male,38,749792,85,99,20,38.72,1,Clothing
548,Female,53,421604,69,151,6,46.44,0,Electronics
549,Female,29,773607,10,66,28,,0,Furniture
550,Male,44,,6,103,1,17.08,0,Clothing
551,Male,57,818629,13,97,28,23.48,1,Clothing
552,Female,19,1321248,65,191,25,46.4,0,Grocery
553,Male,30,663953,20,69,5,,0,Furniture
554,Female,49,567582,57,72,3,4.95,1,Furniture
555,Male,48,194036,46,32,4,7.03,1,Electronics
556,Female,33,1347017,8,22,1,25.03,1,Clothing
557,Female,49,292867,10,30,14,5.78,0,Grocery
558,Female,49,1268597,73,108,9,17.61,0,Clothing
559,,51,519349,67,151,24,7.85,0,
560,Female,28,835503,11,59,4,31.98,1,Clothing
561,Female,27,572641,12,123,18,47.5,1,Furniture
562,Male,32,487283,10,128,14,49.84,0,Clothing
563,,34,910592,25,189,25,19.07,0,Electronics
564,Male,57,733117,49,138,4,30.15,1,Grocery
565,Female,35,541180,49,133,25,42.89,1,
566,Female,26,951151,89,12,10,6.31,1,Clothing
567,Female,42,783718,11,229,3,34.63,0,Grocery
568,Female,57,550782,62,55,23,20.74,1,Clothing
569,Male,31,162306,36,239,7,10.7,1,Furniture
570,Male,42,728110,39,89,10,20.44,1,Grocery
571,Female,67,174042,53,220,13,4.26,1,Furniture
572,Male,39,558302,90,29,4,34.92,0,Furniture
573,Male,69,822747,78,179,18,13.01,1,Electronics
574,Female,47,763712,56,187,11,15.91,,Electronics
575,Male,37,897410,1,196,25,6.49,0,Grocery
576,Female,38,299395,56,239,4,43.3,1,Clothing
577,Male,61,1011858,4,87,24,24.93,1,Clothing
578,Female,49,1188457,30,97,14,28.82,0,Clothing
579,,68,785311,12,121,18,28.69,1,Clothing
580,Female,63,1085783,35,142,8,20.82,0,Electronics
581,Female,66,212780,77,60,27,10.03,1,Clothing
582,Male,38,959340,52,16,10,37.38,0,Clothing
583,Female,52,1299282,31,165,5,6.79,0,Furniture
584,Female,49,272019,87,124,23,5.64,0,Clothing
585,Female,47,521852,68,75,7,35.65,1,Clothing
586,Male,56,329001,52,21,12,10.84,0,Electronics
587,Female,66,945775,80,193,25,15.69,0,Grocery
588,Male,29,1298836,7,126,3,24.02,1,Furniture
589,Female,58,1369439,22,128,26,22.74,1,Furniture
590,Male,64,834494,93,14,4,35.57,0,Grocery
591,,35,1179870,75,35,10,31.36,0,Furniture
592,Female,38,743731,56,64,4,32.4,1,Clothing
593,Male,30,904471,97,74,15,35.85,0,Clothing
594,Female,38,469674,58,21,29,14.98,1,Grocery
595,Female,25,810187,93,54,10,16.46,1,Electronics
596,Female,63,246143,64,41,21,22.18,1,Electronics
597,Male,57,294771,12,214,22,15.72,0,Furniture
598,Male,63,1170332,7,194,16,49.25,1,Electronics
599,Female,24,1158923,55,222,15,40.8,0,Electronics
600,Female,40,1050959,62,122,19,8.65,0,Electronics
601,Male,61,810673,90,212,29,0.78,1,Electronics
602,,49,261362,73,204,20,,1,Electronics
603,Female,28,326298,98,220,19,12.58,1,Electronics
604,,39,733838,77,209,18,6.16,1,Electronics
605,Male,,,55,161,26,26.9,0,Furniture
606,Male,60,415702,36,164,12,,0,Clothing
607,Male,42,1142812,89,220,25,36.97,1,Electronics
608,Female,39,462257,24,84,16,11.17,0,Clothing
609,Female,45,1103847,44,15,1,20.27,1,Grocery
610,Female,46,1256795,17,228,16,25.64,0,Clothing
611,Male,30,1104470,2,138,2,40.61,0,Grocery
612,Female,35,839129,13,127,24,42.04,0,Furniture
613,Female,19,925292,31,39,15,45.53,1,Clothing
614,Female,46,386495,93,37,7,25.71,0,Grocery
615,Female,38,431373,28,22,28,34.87,0,
616,Male,32,339073,60,169,1,6.03,0,Furniture
617,Male,69,,27,17,5,28.48,0,Clothing
618,Female,44,974516,15,206,10,12.81,1,Grocery
619,Male,67,1018212,95,233,22,21.87,0,Electronics
620,Male,48,1160396,79,94,21,31.89,1,Electronics
621,Female,32,1346454,33,114,4,13.22,1,Electronics
622,Female,68,369707,20,213,14,3.08,0,Furniture
623,Male,40,391249,42,196,13,1.01,0,Electronics
624,Female,41,1235610,12,5,1,1.6,1,Furniture
625,,61,321389,73,67,16,0.91,1,Electronics
626,Female,30,1209165,23,221,23,5.96,1,Furniture
627,Male,39,1255797,72,38,9,12.35,0,Furniture
628,Female,60,791517,96,107,22,11.45,,Clothing
629,Male,54,975963,14,14,16,49.35,1,Electronics
630,Male,50,726515,91,132,19,,1,Clothing
631,Male,20,415308,25,216,15,6.81,1,Grocery
632,Female,36,243078,77,11,26,27.51,0,Electronics
633,Male,40,977679,85,60,14,42.97,0,Electronics
634,Male,46,909401,31,84,20,34.06,1,Electronics
635,Female,47,724887,54,169,10,15.16,0,Electronics
636,Female,56,614761,5,161,21,28.3,1,Clothing
637,Male,61,1076921,13,16,12,35.89,0,Clothing
638,Male,64,218207,28,149,28,36.54,1,Furniture
639,Female,42,484199,43,52,1,33.49,0,Clothing
640,Female,54,1038698,89,216,21,43.61,0,Furniture
641,Female,64,261426,99,30,17,43.57,0,Grocery
642,Female,25,284794,47,116,9,29.16,0,Clothing
643,Female,59,695726,71,215,23,21.78,0,Furniture
644,Male,33,733107,38,126,19,32.26,0,Electronics
645,Female,25,193856,,16,25,41,0,Grocery
646,,18,592244,67,153,18,0.78,1,Furniture
647,Male,61,1258383,62,46,28,49.6,1,Grocery
648,Male,22,986309,39,65,7,9.55,1,Electronics
649,Female,20,640999,37,62,9,23.78,0,Electronics
650,Male,18,1242037,86,186,22,43.67,0,Furniture
651,Male,21,767762,8,38,26,11.64,0,Furniture
652,Female,57,495280,81,11,21,24.1,1,Electronics
653,Male,52,557407,52,113,12,7.06,1,Furniture
654,Male,49,1021158,91,39,7,20.06,1,Electronics
655,Female,59,570602,33,19,14,,1,Clothing
656,Male,,425848,81,197,15,18.5,1,Furniture
657,Male,60,206635,42,222,15,18.99,1,Grocery
658,Male,42,1069627,76,231,6,49.66,0,Electronics
659,Female,27,915197,27,29,21,49.74,1,Clothing
660,Female,38,395984,8,238,14,6.18,0,Furniture
661,Female,63,1311328,23,63,2,36.44,1,Electronics
662,Male,56,378584,64,83,8,3.06,1,Clothing
663,Male,44,,93,90,13,1.99,0,Furniture
664,Female,44,1277113,20,138,23,5.71,0,Electronics
665,Male,19,986690,16,184,6,48.29,0,Electronics
666,Male,58,235166,17,211,5,47.07,1,Electronics
667,Female,65,525854,80,92,5,10.1,,Furniture
668,Female,30,458479,19,153,25,8.5,0,Clothing
669,Male,26,1014285,8,75,1,12.41,1,Electronics
670,,69,447883,38,125,,26.02,0,Clothing
671,Male,53,709073,38,97,6,28.7,1,Clothing
672,Female,39,313052,53,100,20,11.47,1,Grocery
673,Female,59,906079,93,36,26,37.95,1,Clothing
674,Female,43,216253,,57,7,15.82,0,Clothing
675,Female,29,628697,90,63,9,46.15,1,Clothing
676,Male,34,765416,31,73,5,33.01,0,Clothing
677,Female,31,311081,44,194,14,22.1,0,Clothing
678,Female,31,1064013,60,136,5,39.6,0,Furniture
679,Female,51,785254,76,90,8,40.99,0,Grocery
680,Female,37,1336430,17,22,7,14.88,0,Electronics
681,Female,28,773640,79,231,13,17.32,0,Grocery
682,Male,33,569149,73,85,13,46.83,0,Grocery
683,Male,68,897567,39,118,8,8.65,0,Electronics
684,Female,48,782585,42,188,11,2.59,0,Clothing
685,Male,23,712634,48,28,28,,1,Electronics
686,Female,36,1310714,12,70,26,40.16,0,Clothing
687,Female,54,462916,96,145,18,38.7,1,Electronics
688,Male,21,190149,89,66,25,46.02,0,Furniture
689,Male,64,498844,18,58,19,26.89,1,Grocery
690,Female,21,1033190,79,147,6,5.45,1,Clothing
691,Female,37,278447,96,201,22,29.64,1,Grocery
692,Female,27,611693,6,135,2,39.03,1,Clothing
693,Male,41,1204271,43,41,28,5.12,1,Electronics
694,Female,52,984379,35,41,13,,1,Electronics
695,Female,43,982297,98,233,23,1.11,0,Electronics
696,Female,54,830913,54,135,25,29.89,0,Furniture
697,Male,55,503039,62,195,28,44.39,0,Electronics
698,Female,38,1092320,69,39,26,33.7,0,
699,Female,57,,82,184,11,49.11,,Furniture
700,Male,56,1010346,16,219,1,3.62,0,Grocery
701,Female,38,1200457,8,128,24,45.2,1,Grocery
702,Female,27,459509,89,160,2,40.8,0,Clothing
703,Male,55,1277787,96,226,17,16.05,1,Grocery
704,Female,63,1137626,,22,8,48.69,1,Clothing
705,Male,21,1354654,86,126,2,14.75,1,Clothing
706,Male,62,1090335,31,168,6,44.52,1,Grocery
707,Female,37,1109820,10,165,22,44.1,1,Grocery
708,Female,34,869846,56,196,,38,1,Furniture
709,Female,24,1238129,76,158,16,28.39,,Clothing
710,Female,21,1059210,92,52,8,6.44,1,Grocery
711,Male,46,810046,70,172,19,26.83,1,Grocery
712,Female,31,182766,20,21,16,18.16,0,Furniture
713,Male,20,705710,5,172,13,39.71,0,Grocery
714,Female,41,1053022,23,139,26,38.03,0,Electronics
715,,54,424349,9,61,20,45.58,0,Electronics
716,Female,33,629806,58,12,7,1.23,0,Clothing
717,Male,69,1353175,59,132,16,40.55,0,Furniture
718,Female,21,1226778,93,121,23,46.95,0,Grocery
719,Female,41,589358,80,60,16,39.57,1,Clothing
720,Female,51,998124,54,130,29,6.94,0,Grocery
721,Female,47,887744,46,163,12,4.52,1,Electronics
722,Male,35,170855,22,63,14,1.53,0,Grocery
723,Female,36,626963,64,62,24,31.62,0,Grocery
724,Male,48,961527,8,144,18,31.67,1,Grocery
725,Male,36,1106228,20,180,27,49.35,0,Electronics
726,Male,66,461385,51,163,28,20.2,0,Electronics
727,Male,63,777407,78,112,18,16.93,0,Furniture
728,Male,36,1293413,39,215,16,31.41,0,Electronics
729,Male,39,373068,37,195,20,41.37,0,Clothing
730,Female,41,506427,,78,16,46.87,0,Grocery
731,Male,62,1083476,34,171,13,40.25,0,Electronics
732,Male,29,273805,75,208,26,21.62,1,Clothing
733,Male,47,959359,33,152,29,31.93,0,Electronics
734,Female,55,265657,31,105,9,42.89,1,Grocery
735,Female,48,1003062,54,52,26,24.79,1,Clothing
736,Male,53,254428,44,237,28,11.23,1,Electronics
737,Female,36,272035,34,75,9,8.9,1,Electronics
738,Male,65,1062676,71,120,13,0.51,1,Clothing
739,Male,62,219518,62,186,29,36.05,1,Furniture
740,Female,53,,23,126,4,6,1,Clothing
741,Male,47,817565,46,82,9,12.57,0,Clothing
742,Female,66,270243,56,207,15,15.24,0,Clothing
743,Female,50,1157378,7,203,14,28.24,0,Clothing
744,Male,35,1088601,89,33,19,20.2,1,Electronics
745,Male,69,546308,61,206,12,33.9,0,Clothing
746,Female,66,1251887,3,,21,3.25,1,Clothing
747,,45,172692,38,77,26,6.63,1,Grocery
748,Male,64,829222,84,104,25,25.21,0,Electronics
749,Male,28,542179,34,180,6,17.18,1,Grocery
750,Female,62,371468,44,78,3,15.14,1,Electronics
751,Female,50,230152,30,215,26,3.82,0,Furniture
752,Male,34,613685,17,188,25,44.84,1,Furniture
753,Female,23,1158803,59,99,22,34.75,0,Electronics
754,Female,21,153969,10,21,20,6.52,1,Furniture
755,,37,1234309,99,141,16,,1,Furniture
756,Female,65,481999,84,101,20,48.76,0,Electronics
757,Female,64,191743,18,166,24,34.22,0,Clothing
758,Male,44,320948,45,177,23,21.16,0,Grocery
759,Male,32,1043877,91,220,17,35.24,1,Electronics
760,Male,23,170323,59,13,16,37.94,1,Electronics
761,Female,64,708866,62,139,6,39.11,0,Electronics
762,Female,31,651793,59,148,8,24.15,0,Grocery
763,Male,28,476284,49,23,19,21.78,0,Electronics
764,Female,56,418508,100,235,25,1.05,1,Grocery
765,Male,26,541011,63,138,26,46.36,1,Grocery
766,Male,43,932259,87,118,2,30.36,0,Furniture
767,Male,33,326968,32,143,14,10.56,0,Clothing
768,Female,22,207062,10,129,22,46.02,0,
769,Female,69,885122,11,208,12,45.79,1,Electronics
770,Male,27,819221,70,65,17,49.46,0,Electronics
771,Male,67,656995,62,46,28,43.77,0,Grocery
772,Male,20,238302,47,17,27,49.89,0,Furniture
773,Male,30,1183224,34,,15,12.61,1,Grocery
774,Female,60,888591,100,89,18,42.19,1,Furniture
775,Female,66,715635,17,206,16,41.24,0,Furniture
776,Male,47,677409,54,24,13,11.93,1,Furniture
777,Male,62,233793,76,54,21,5.37,0,Furniture
778,Female,23,437635,85,168,17,48.98,0,Furniture
779,Female,34,733510,40,96,8,15.15,0,Clothing
780,Male,62,828525,19,92,1,43.61,0,Electronics
781,Male,68,678036,67,73,29,0.7,1,Furniture
782,Male,36,1315123,82,41,25,1.54,0,Furniture
783,Female,59,734668,53,144,26,23.56,0,Grocery
784,Female,52,194331,64,103,27,12.32,1,Electronics
785,Female,63,901393,83,,3,34.65,0,Electronics
786,Male,43,1164348,47,172,16,28.5,1,Electronics
787,Male,68,975992,6,58,28,4.34,0,Furniture
788,,22,1114190,16,134,2,,0,Grocery
789,Female,46,750198,72,182,15,19.71,0,Electronics
790,Male,54,547891,18,45,1,9.69,0,Grocery
791,Female,37,1134210,52,49,9,39.72,1,Clothing
792,Female,66,650201,48,107,16,21.1,0,Clothing
793,Male,38,1191566,43,110,4,5.12,1,Grocery
794,Female,27,1194863,39,,12,24.47,1,Furniture
795,Male,22,881576,49,194,1,5,1,Electronics
796,Male,53,1208644,12,132,1,6.88,0,Clothing
797,Male,23,1037198,10,90,7,12.36,1,Clothing
798,Male,43,1220913,71,51,18,43.05,1,Grocery
799,Male,21,1350314,55,9,23,46.27,1,Furniture
800,Male,56,397667,1,208,28,41.4,0,Grocery
801,Male,56,806521,49,5,23,17.04,0,Grocery
802,Female,67,1182321,36,48,15,13.99,1,Grocery
803,Male,52,664241,21,154,26,27.68,1,Grocery
804,Male,18,1037099,37,42,25,36.23,0,Grocery
805,Female,41,1296640,24,23,13,49.67,1,Furniture
806,,53,1106255,55,212,16,7.01,1,Grocery
807,Female,23,557974,25,163,7,2.94,1,Furniture
808,Male,58,677466,7,119,16,34.87,0,Electronics
809,Female,63,706119,81,199,13,41.7,1,Electronics
810,Male,61,283248,93,91,14,42.39,1,Electronics
811,Male,48,1301882,94,174,17,34.08,0,Electronics
812,Male,37,314726,71,127,12,47.72,1,Clothing
813,Male,41,1094131,97,86,29,25.79,0,Furniture
814,Female,42,857910,71,158,24,45.73,,Electronics
815,Female,53,,24,145,24,48.41,0,Clothing
816,Male,38,850270,11,62,20,42.43,1,Furniture
817,Male,47,,73,150,13,15.83,1,Clothing
818,Male,41,863611,12,71,24,10.21,1,Clothing
819,Female,61,578638,35,126,20,27.63,1,Grocery
820,Male,59,1210560,63,91,15,22.92,1,Clothing
821,Male,47,1287888,68,135,24,43.95,1,Clothing
822,,39,342458,100,59,21,5.45,,Furniture
823,Female,45,1281867,92,93,4,13.26,1,Clothing
824,Male,24,943567,57,223,22,37.71,0,Grocery
825,Female,52,674608,13,62,2,5.2,1,Electronics
826,Female,45,1170462,23,67,28,16.38,1,Electronics
827,Male,31,827044,,95,18,19.66,0,Furniture
828,Female,27,1123417,39,56,2,31.32,1,Furniture
829,Male,33,565105,88,235,25,8.33,0,Clothing
830,Female,33,1153466,80,221,15,43.1,1,Furniture
831,Male,48,784151,,130,26,22.65,1,Clothing
832,Male,59,191777,12,28,19,45.89,0,Furniture
833,Male,42,196250,34,76,15,23.66,0,Electronics
834,Female,30,1041372,71,13,26,14.11,1,Electronics
835,Male,23,625147,,114,20,7.52,0,Electronics
836,Female,61,1070041,31,169,10,0.69,1,Electronics
837,Male,26,165216,93,98,28,26.84,1,Clothing
838,Male,62,496293,62,121,24,5.8,1,Clothing
839,Female,53,677297,,87,20,19.89,1,Clothing
840,Male,60,1026336,31,185,11,29.67,1,Electronics
841,Male,37,295281,2,84,26,14.15,,
842,,35,,15,156,10,9.17,0,Electronics
843,Male,60,884803,57,153,29,38.85,0,Electronics
844,Male,38,338069,75,104,23,47.37,0,Grocery
845,Male,21,264456,34,44,5,5.47,1,Grocery
846,Male,67,1001324,68,107,9,8.2,0,Furniture
847,Female,50,1006841,75,66,20,48.02,1,Electronics
848,Female,44,969497,29,202,19,2.37,0,Grocery
849,Male,24,532688,66,73,13,48.89,1,Furniture
850,Female,23,183783,16,146,18,0.73,1,Grocery
851,Male,32,184152,39,113,17,43.75,1,Grocery
852,Female,35,594718,77,174,27,15.71,1,Furniture
853,Male,49,298725,37,182,6,46.96,1,Electronics
854,Male,28,641215,81,193,10,16.19,0,Furniture
855,Male,37,321541,21,8,2,32.89,1,Electronics
856,Male,41,1058017,44,76,24,4.46,0,Grocery
857,Male,32,471898,19,220,6,,1,Furniture
858,Male,65,835338,71,207,28,38.8,1,Clothing
859,Female,24,1286168,8,21,28,26.67,1,Grocery
860,Male,38,193169,77,118,21,46.43,0,Furniture
861,Female,59,204745,66,89,13,21.72,1,Grocery
862,Male,43,788273,41,61,18,43.56,0,Furniture
863,Female,61,1188347,75,,7,22.72,1,Electronics
864,Female,31,171067,88,,2,48.97,0,Clothing
865,Female,54,201033,70,52,29,48.01,0,Grocery
866,Male,38,195256,61,176,14,16.79,0,Clothing
867,Male,35,,26,177,5,44.35,1,Electronics
868,Female,22,389455,71,223,18,42.46,1,Furniture
869,Male,20,652264,83,212,11,10.93,0,Clothing
870,Female,40,1089695,70,222,10,31.4,1,Furniture
871,Male,43,236803,29,121,11,4.1,1,Electronics
872,Female,54,268843,66,165,27,41.92,1,Grocery
873,Female,41,629809,19,35,2,9.14,0,Electronics
874,Male,66,703280,68,116,15,4.01,0,Clothing
875,,36,723091,58,51,7,20.31,1,Clothing
876,Male,68,294282,70,138,9,29.06,0,Clothing
877,Female,42,626545,57,,5,42.82,1,Furniture
878,Female,38,1224846,37,76,7,48.73,1,Grocery
879,Male,29,681740,61,75,20,22.25,0,Clothing
880,Male,58,1213435,,166,2,3.49,0,Clothing
881,Male,50,1094740,30,112,3,37.58,1,Clothing
882,Female,67,1099403,71,57,2,28.48,1,Electronics
883,Male,21,1310038,73,146,21,22.67,1,Clothing
884,Female,59,1346311,25,20,22,15.81,0,Electronics
885,Female,24,399737,97,175,23,25.37,0,Clothing
886,Male,39,292157,65,120,19,17.26,1,Electronics
887,Male,50,340167,6,77,4,37.97,1,Furniture
888,Female,34,743805,18,78,24,27.42,0,Furniture
889,Female,41,1334895,10,85,20,43.9,1,Electronics
890,Male,51,1078057,92,16,7,27.41,0,Grocery
891,Male,45,1073639,11,132,28,12.29,0,
892,Male,60,286645,97,74,22,42.63,1,Electronics
893,Male,58,1192092,65,151,7,28.08,1,Furniture
894,Male,56,1336837,77,239,17,10.74,0,Electronics
895,Female,39,492221,84,45,19,31.36,1,Grocery
896,Female,66,586862,65,185,22,18.21,0,Electronics
897,Female,34,488767,52,161,16,42.3,0,Furniture
898,Female,51,1329580,67,202,3,22.94,0,Grocery
899,Male,23,203687,82,63,15,36.46,1,Grocery
900,Male,63,1004744,78,93,14,5.23,1,Clothing
901,Male,23,1306191,31,196,15,20.1,1,Clothing
902,Female,51,543120,91,28,14,49.17,0,Grocery
903,Female,18,701852,17,221,7,40.52,0,Grocery
904,Male,27,1129091,55,148,25,8.42,0,Electronics
905,Male,38,681985,93,184,3,14.25,0,Furniture
906,Female,,754453,,84,17,16.83,1,Grocery
907,Female,19,1084550,26,138,10,32.69,1,Furniture
908,Male,39,732111,53,169,15,37.97,1,Grocery
909,Male,65,683903,17,217,29,37.6,0,Furniture
910,Female,19,656554,86,136,6,25.74,0,Clothing
911,Male,27,1066931,25,230,28,40.64,1,Grocery
912,Male,51,750724,2,96,17,22.14,0,Electronics
913,Male,33,1007549,86,170,17,6.63,1,Furniture
914,Female,65,709070,5,173,14,28.44,0,Grocery
915,Female,68,1277109,4,96,24,47.64,0,Clothing
916,Female,56,390011,36,85,25,39.75,0,Clothing
917,Female,39,222684,6,146,18,29.15,0,Clothing
918,Female,29,925723,21,75,25,32.52,0,Clothing
919,Female,41,1097509,77,218,5,46.56,1,Grocery
920,Female,64,1104138,89,183,29,21.7,1,Electronics
921,Male,57,887651,26,69,8,16.9,1,Furniture
922,Male,55,861423,55,225,7,48.87,0,Electronics
923,Male,27,303466,39,56,23,43.24,1,Furniture
924,Male,52,384318,84,227,,16.49,1,Electronics
925,Male,68,522778,,34,18,23.46,0,Grocery
926,Male,66,281936,14,189,5,21.05,0,Grocery
927,Male,,1107726,56,211,16,7.88,1,Furniture
928,Female,24,797952,100,214,14,47.91,1,Grocery
929,Female,38,826315,81,103,27,20.51,,Furniture
930,Male,37,522818,21,162,27,43.83,1,Electronics
931,Male,43,1302109,46,102,19,9.87,1,Grocery
932,Female,21,1018277,16,46,14,27.62,0,Grocery
933,Male,63,1268166,16,143,9,1.69,1,Furniture
934,Male,69,478615,84,31,6,38.33,1,Furniture
935,Female,39,631530,29,156,17,29.26,1,Furniture
936,Male,32,559925,92,231,19,31.47,1,Furniture
937,Female,57,1208302,8,171,12,3.06,1,Clothing
938,Male,38,341896,88,76,4,10.95,1,Furniture
939,Female,32,,3,22,16,4.18,0,Clothing
940,Female,39,563461,89,81,25,14.8,0,Electronics
941,Female,69,1233329,19,49,11,31.56,0,Furniture
942,Male,45,1016220,97,220,22,28.53,1,Clothing
943,Female,31,433460,66,119,4,30.8,1,Clothing
944,Male,44,383979,79,91,17,27.69,0,Clothing
945,Male,58,758986,86,144,8,14.01,1,Grocery
946,Male,57,428104,74,181,14,12.6,1,Clothing
947,Male,45,1229367,82,226,27,7.28,1,Furniture
948,Female,43,1175270,22,163,2,42.53,0,Furniture
949,Female,66,437360,46,96,11,31.02,0,Furniture
950,Male,19,747578,91,26,11,9.73,0,Clothing
951,Male,42,721302,13,176,24,9.27,1,Clothing
952,Female,20,285150,33,96,22,43.72,0,Grocery
953,Male,25,1145893,5,196,24,37.27,0,Electronics
954,Female,61,,90,81,6,33.14,0,Grocery
955,Male,50,723340,77,29,21,20.64,1,Furniture
956,Male,59,1212965,27,112,21,13.47,0,Furniture
957,Female,69,508105,78,183,14,48.98,0,Furniture
958,Male,52,1030147,24,139,10,39.96,1,Grocery
959,Female,23,987165,67,113,26,15.44,0,Furniture
960,Male,56,1022318,63,138,27,42.45,1,Furniture
961,Male,69,1356329,94,28,8,38.07,1,Furniture
962,Male,40,493150,99,23,7,15.21,0,Clothing
963,Female,42,1293489,48,87,8,21.61,0,Electronics
964,Male,67,768396,63,232,28,9.7,0,Clothing
965,Male,60,929091,78,119,8,6,1,Clothing
966,Male,36,419637,12,13,23,36.28,0,Electronics
967,Male,22,219639,28,116,2,13.74,0,Electronics
968,Female,68,459378,44,168,27,41.09,0,Grocery
969,Female,28,1114795,93,,16,49.78,1,Electronics
970,Male,29,636084,43,172,9,4.29,1,Grocery
971,Female,27,419515,17,225,13,23.92,1,Grocery
972,Male,25,382520,40,156,23,40.2,0,Clothing
973,Male,41,821986,49,52,12,39.55,0,Furniture
974,Male,45,387330,85,195,27,38.12,1,Clothing
975,Female,58,1304149,57,73,22,17.78,0,Clothing
976,Female,53,1074634,87,185,25,22.97,0,Electronics
977,Female,54,287900,84,186,29,29.95,1,Electronics
978,Female,38,469658,64,174,17,48.71,1,Grocery
979,Female,25,650364,75,123,27,16.71,1,Grocery
980,Female,26,848419,57,49,2,46.2,0,Grocery
981,Female,64,673116,98,129,13,13.83,0,Electronics
982,Female,32,663066,74,222,1,49.46,0,Grocery
983,Female,65,414179,74,18,26,33.68,1,Grocery
984,Male,63,1308343,70,235,28,23.44,1,Electronics
985,Female,57,583961,100,161,19,30.86,,Furniture
986,Female,35,691529,88,138,11,13.99,1,Clothing
987,Female,59,727263,76,139,5,14.07,1,Electronics
988,Female,37,304226,43,41,1,6.12,0,Grocery
989,Female,23,1112454,23,57,20,6.15,1,Clothing
990,Female,29,641818,27,22,13,17.71,0,Electronics
991,Female,19,206396,,219,8,38.26,1,Clothing
992,Female,24,268920,37,42,6,30.59,0,Clothing
993,Female,33,556547,6,191,29,5.58,1,
994,Female,20,344999,65,133,17,42.69,0,Grocery
995,Female,62,213014,6,200,,30.27,1,Electronics
996,Male,20,744699,50,48,1,48.06,1,Grocery
997,Male,44,335550,22,51,3,33.67,1,Furniture
998,Female,67,1183994,88,39,14,9.17,1,Furniture
999,Female,60,488585,25,219,26,23.95,,Electronics
1000,Male,57,1244697,79,223,8,32.6,0,Electronics
1001,Female,55,1194890,90,64,11,1.9,0,Furniture
1002,Male,50,472341,72,94,27,1.24,0,Electronics
1003,Male,45,1283153,51,56,14,6.91,1,Clothing
1004,Male,18,506778,88,12,8,12.96,0,Clothing
1005,Male,25,,48,111,29,21.76,1,Furniture
1006,Male,54,810197,70,212,3,24.63,1,Grocery
1007,Female,49,655200,99,173,7,7.33,0,Electronics
1008,Male,65,626379,65,135,28,33.83,,Electronics
1009,,60,675754,60,228,19,30.01,1,Clothing
1010,Female,54,1186149,46,201,4,15.08,1,
1011,Male,21,496030,36,216,25,1.18,0,Grocery
1012,Male,47,478055,58,146,16,4.34,0,Electronics
1013,Female,23,238422,76,100,13,19.89,1,Electronics
1014,Male,63,1165691,38,30,20,8.12,1,Clothing
1015,Male,36,485513,11,115,19,19.15,0,Electronics
1016,Female,49,1108378,12,202,5,31.6,1,Furniture
1017,Female,26,882722,42,127,23,27.59,1,Furniture
1018,Male,29,1036388,39,190,5,11.94,0,Grocery
1019,Female,28,1350847,71,,20,17.52,0,Grocery
1020,Male,63,1184104,,172,24,30.89,1,Grocery
1021,Male,33,503548,,55,4,43.11,1,Grocery
1022,Male,18,994156,,127,2,37.78,0,Clothing
1023,Female,62,1366053,31,9,26,27.89,1,Electronics
1024,Female,38,1176163,33,81,13,18.43,0,Clothing
1025,Female,47,965363,13,164,16,18.57,1,Grocery
1026,Female,30,502621,18,212,22,44.03,0,Electronics
1027,Female,51,622697,41,5,2,2.44,1,Furniture
1028,Male,21,881658,58,209,19,49.41,1,Clothing
